factor,source_type,signal_date,available_at,available_at_rule,execution_date,execution_price,exit_date,return_lag_sessions,rationale
dealer_net_buy,institutional_flow,2021-01-04,2021-01-04T18:00:00+08:00,same_session_after_close,2021-01-05,next_exchange_session_close,2021-01-06,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-14,2025-08-14T18:00:00+08:00,same_session_after_close,2025-08-15,next_exchange_session_close,2025-08-18,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-15,2025-08-15T18:00:00+08:00,same_session_after_close,2025-08-18,next_exchange_session_close,2025-08-19,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-18,2025-08-18T18:00:00+08:00,same_session_after_close,2025-08-19,next_exchange_session_close,2025-08-20,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-19,2025-08-19T18:00:00+08:00,same_session_after_close,2025-08-20,next_exchange_session_close,2025-08-21,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-20,2025-08-20T18:00:00+08:00,same_session_after_close,2025-08-21,next_exchange_session_close,2025-08-22,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-21,2025-08-21T18:00:00+08:00,same_session_after_close,2025-08-22,next_exchange_session_close,2025-08-25,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-22,2025-08-22T18:00:00+08:00,same_session_after_close,2025-08-25,next_exchange_session_close,2025-08-26,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-25,2025-08-25T18:00:00+08:00,same_session_after_close,2025-08-26,next_exchange_session_close,2025-08-27,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-26,2025-08-26T18:00:00+08:00,same_session_after_close,2025-08-27,next_exchange_session_close,2025-08-28,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-27,2025-08-27T18:00:00+08:00,same_session_after_close,2025-08-28,next_exchange_session_close,2025-08-29,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-28,2025-08-28T18:00:00+08:00,same_session_after_close,2025-08-29,next_exchange_session_close,2025-09-01,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-08-29,2025-08-29T18:00:00+08:00,same_session_after_close,2025-09-01,next_exchange_session_close,2025-09-02,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-01,2025-09-01T18:00:00+08:00,same_session_after_close,2025-09-02,next_exchange_session_close,2025-09-03,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-02,2025-09-02T18:00:00+08:00,same_session_after_close,2025-09-03,next_exchange_session_close,2025-09-04,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-03,2025-09-03T18:00:00+08:00,same_session_after_close,2025-09-04,next_exchange_session_close,2025-09-05,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-04,2025-09-04T18:00:00+08:00,same_session_after_close,2025-09-05,next_exchange_session_close,2025-09-08,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-05,2025-09-05T18:00:00+08:00,same_session_after_close,2025-09-08,next_exchange_session_close,2025-09-09,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-08,2025-09-08T18:00:00+08:00,same_session_after_close,2025-09-09,next_exchange_session_close,2025-09-10,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-09,2025-09-09T18:00:00+08:00,same_session_after_close,2025-09-10,next_exchange_session_close,2025-09-11,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-10,2025-09-10T18:00:00+08:00,same_session_after_close,2025-09-11,next_exchange_session_close,2025-09-12,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-11,2025-09-11T18:00:00+08:00,same_session_after_close,2025-09-12,next_exchange_session_close,2025-09-15,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-12,2025-09-12T18:00:00+08:00,same_session_after_close,2025-09-15,next_exchange_session_close,2025-09-16,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-15,2025-09-15T18:00:00+08:00,same_session_after_close,2025-09-16,next_exchange_session_close,2025-09-17,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-16,2025-09-16T18:00:00+08:00,same_session_after_close,2025-09-17,next_exchange_session_close,2025-09-18,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-17,2025-09-17T18:00:00+08:00,same_session_after_close,2025-09-18,next_exchange_session_close,2025-09-19,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-18,2025-09-18T18:00:00+08:00,same_session_after_close,2025-09-19,next_exchange_session_close,2025-09-22,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-19,2025-09-19T18:00:00+08:00,same_session_after_close,2025-09-22,next_exchange_session_close,2025-09-23,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-22,2025-09-22T18:00:00+08:00,same_session_after_close,2025-09-23,next_exchange_session_close,2025-09-24,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-23,2025-09-23T18:00:00+08:00,same_session_after_close,2025-09-24,next_exchange_session_close,2025-09-25,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-24,2025-09-24T18:00:00+08:00,same_session_after_close,2025-09-25,next_exchange_session_close,2025-09-26,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-25,2025-09-25T18:00:00+08:00,same_session_after_close,2025-09-26,next_exchange_session_close,2025-09-30,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-26,2025-09-26T18:00:00+08:00,same_session_after_close,2025-09-30,next_exchange_session_close,2025-10-01,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-09-30,2025-09-30T18:00:00+08:00,same_session_after_close,2025-10-01,next_exchange_session_close,2025-10-02,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-01,2025-10-01T18:00:00+08:00,same_session_after_close,2025-10-02,next_exchange_session_close,2025-10-03,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-02,2025-10-02T18:00:00+08:00,same_session_after_close,2025-10-03,next_exchange_session_close,2025-10-07,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-03,2025-10-03T18:00:00+08:00,same_session_after_close,2025-10-07,next_exchange_session_close,2025-10-08,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-07,2025-10-07T18:00:00+08:00,same_session_after_close,2025-10-08,next_exchange_session_close,2025-10-09,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-08,2025-10-08T18:00:00+08:00,same_session_after_close,2025-10-09,next_exchange_session_close,2025-10-13,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-09,2025-10-09T18:00:00+08:00,same_session_after_close,2025-10-13,next_exchange_session_close,2025-10-14,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-13,2025-10-13T18:00:00+08:00,same_session_after_close,2025-10-14,next_exchange_session_close,2025-10-15,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-14,2025-10-14T18:00:00+08:00,same_session_after_close,2025-10-15,next_exchange_session_close,2025-10-16,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-15,2025-10-15T18:00:00+08:00,same_session_after_close,2025-10-16,next_exchange_session_close,2025-10-17,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-16,2025-10-16T18:00:00+08:00,same_session_after_close,2025-10-17,next_exchange_session_close,2025-10-20,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-17,2025-10-17T18:00:00+08:00,same_session_after_close,2025-10-20,next_exchange_session_close,2025-10-21,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-20,2025-10-20T18:00:00+08:00,same_session_after_close,2025-10-21,next_exchange_session_close,2025-10-22,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-21,2025-10-21T18:00:00+08:00,same_session_after_close,2025-10-22,next_exchange_session_close,2025-10-23,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-22,2025-10-22T18:00:00+08:00,same_session_after_close,2025-10-23,next_exchange_session_close,2025-10-27,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-23,2025-10-23T18:00:00+08:00,same_session_after_close,2025-10-27,next_exchange_session_close,2025-10-28,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-27,2025-10-27T18:00:00+08:00,same_session_after_close,2025-10-28,next_exchange_session_close,2025-10-29,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-28,2025-10-28T18:00:00+08:00,same_session_after_close,2025-10-29,next_exchange_session_close,2025-10-30,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-29,2025-10-29T18:00:00+08:00,same_session_after_close,2025-10-30,next_exchange_session_close,2025-10-31,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-30,2025-10-30T18:00:00+08:00,same_session_after_close,2025-10-31,next_exchange_session_close,2025-11-03,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-10-31,2025-10-31T18:00:00+08:00,same_session_after_close,2025-11-03,next_exchange_session_close,2025-11-04,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-03,2025-11-03T18:00:00+08:00,same_session_after_close,2025-11-04,next_exchange_session_close,2025-11-05,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-04,2025-11-04T18:00:00+08:00,same_session_after_close,2025-11-05,next_exchange_session_close,2025-11-06,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-05,2025-11-05T18:00:00+08:00,same_session_after_close,2025-11-06,next_exchange_session_close,2025-11-07,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-06,2025-11-06T18:00:00+08:00,same_session_after_close,2025-11-07,next_exchange_session_close,2025-11-10,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-07,2025-11-07T18:00:00+08:00,same_session_after_close,2025-11-10,next_exchange_session_close,2025-11-11,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-10,2025-11-10T18:00:00+08:00,same_session_after_close,2025-11-11,next_exchange_session_close,2025-11-12,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-11,2025-11-11T18:00:00+08:00,same_session_after_close,2025-11-12,next_exchange_session_close,2025-11-13,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-12,2025-11-12T18:00:00+08:00,same_session_after_close,2025-11-13,next_exchange_session_close,2025-11-14,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-13,2025-11-13T18:00:00+08:00,same_session_after_close,2025-11-14,next_exchange_session_close,2025-11-17,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-14,2025-11-14T18:00:00+08:00,same_session_after_close,2025-11-17,next_exchange_session_close,2025-11-18,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-17,2025-11-17T18:00:00+08:00,same_session_after_close,2025-11-18,next_exchange_session_close,2025-11-19,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-18,2025-11-18T18:00:00+08:00,same_session_after_close,2025-11-19,next_exchange_session_close,2025-11-20,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-19,2025-11-19T18:00:00+08:00,same_session_after_close,2025-11-20,next_exchange_session_close,2025-11-21,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-20,2025-11-20T18:00:00+08:00,same_session_after_close,2025-11-21,next_exchange_session_close,2025-11-24,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-21,2025-11-21T18:00:00+08:00,same_session_after_close,2025-11-24,next_exchange_session_close,2025-11-25,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-24,2025-11-24T18:00:00+08:00,same_session_after_close,2025-11-25,next_exchange_session_close,2025-11-26,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-25,2025-11-25T18:00:00+08:00,same_session_after_close,2025-11-26,next_exchange_session_close,2025-11-27,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-26,2025-11-26T18:00:00+08:00,same_session_after_close,2025-11-27,next_exchange_session_close,2025-11-28,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-27,2025-11-27T18:00:00+08:00,same_session_after_close,2025-11-28,next_exchange_session_close,2025-12-01,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-11-28,2025-11-28T18:00:00+08:00,same_session_after_close,2025-12-01,next_exchange_session_close,2025-12-02,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-01,2025-12-01T18:00:00+08:00,same_session_after_close,2025-12-02,next_exchange_session_close,2025-12-03,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-02,2025-12-02T18:00:00+08:00,same_session_after_close,2025-12-03,next_exchange_session_close,2025-12-04,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-03,2025-12-03T18:00:00+08:00,same_session_after_close,2025-12-04,next_exchange_session_close,2025-12-05,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-04,2025-12-04T18:00:00+08:00,same_session_after_close,2025-12-05,next_exchange_session_close,2025-12-08,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-05,2025-12-05T18:00:00+08:00,same_session_after_close,2025-12-08,next_exchange_session_close,2025-12-09,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-08,2025-12-08T18:00:00+08:00,same_session_after_close,2025-12-09,next_exchange_session_close,2025-12-10,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-09,2025-12-09T18:00:00+08:00,same_session_after_close,2025-12-10,next_exchange_session_close,2025-12-11,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-10,2025-12-10T18:00:00+08:00,same_session_after_close,2025-12-11,next_exchange_session_close,2025-12-12,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-11,2025-12-11T18:00:00+08:00,same_session_after_close,2025-12-12,next_exchange_session_close,2025-12-15,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-12,2025-12-12T18:00:00+08:00,same_session_after_close,2025-12-15,next_exchange_session_close,2025-12-16,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-15,2025-12-15T18:00:00+08:00,same_session_after_close,2025-12-16,next_exchange_session_close,2025-12-17,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-16,2025-12-16T18:00:00+08:00,same_session_after_close,2025-12-17,next_exchange_session_close,2025-12-18,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-17,2025-12-17T18:00:00+08:00,same_session_after_close,2025-12-18,next_exchange_session_close,2025-12-19,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-18,2025-12-18T18:00:00+08:00,same_session_after_close,2025-12-19,next_exchange_session_close,2025-12-22,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-19,2025-12-19T18:00:00+08:00,same_session_after_close,2025-12-22,next_exchange_session_close,2025-12-23,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-22,2025-12-22T18:00:00+08:00,same_session_after_close,2025-12-23,next_exchange_session_close,2025-12-24,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-23,2025-12-23T18:00:00+08:00,same_session_after_close,2025-12-24,next_exchange_session_close,2025-12-26,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-24,2025-12-24T18:00:00+08:00,same_session_after_close,2025-12-26,next_exchange_session_close,2025-12-29,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-26,2025-12-26T18:00:00+08:00,same_session_after_close,2025-12-29,next_exchange_session_close,2025-12-30,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-29,2025-12-29T18:00:00+08:00,same_session_after_close,2025-12-30,next_exchange_session_close,2025-12-31,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-30,2025-12-30T18:00:00+08:00,same_session_after_close,2025-12-31,next_exchange_session_close,2026-01-02,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2025-12-31,2025-12-31T18:00:00+08:00,same_session_after_close,2026-01-02,next_exchange_session_close,2026-01-05,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-02,2026-01-02T18:00:00+08:00,same_session_after_close,2026-01-05,next_exchange_session_close,2026-01-06,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-05,2026-01-05T18:00:00+08:00,same_session_after_close,2026-01-06,next_exchange_session_close,2026-01-07,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-06,2026-01-06T18:00:00+08:00,same_session_after_close,2026-01-07,next_exchange_session_close,2026-01-08,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-07,2026-01-07T18:00:00+08:00,same_session_after_close,2026-01-08,next_exchange_session_close,2026-01-09,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-08,2026-01-08T18:00:00+08:00,same_session_after_close,2026-01-09,next_exchange_session_close,2026-01-12,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-09,2026-01-09T18:00:00+08:00,same_session_after_close,2026-01-12,next_exchange_session_close,2026-01-13,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-12,2026-01-12T18:00:00+08:00,same_session_after_close,2026-01-13,next_exchange_session_close,2026-01-14,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-13,2026-01-13T18:00:00+08:00,same_session_after_close,2026-01-14,next_exchange_session_close,2026-01-15,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-14,2026-01-14T18:00:00+08:00,same_session_after_close,2026-01-15,next_exchange_session_close,2026-01-16,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-15,2026-01-15T18:00:00+08:00,same_session_after_close,2026-01-16,next_exchange_session_close,2026-01-19,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-16,2026-01-16T18:00:00+08:00,same_session_after_close,2026-01-19,next_exchange_session_close,2026-01-20,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-19,2026-01-19T18:00:00+08:00,same_session_after_close,2026-01-20,next_exchange_session_close,2026-01-21,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-20,2026-01-20T18:00:00+08:00,same_session_after_close,2026-01-21,next_exchange_session_close,2026-01-22,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-21,2026-01-21T18:00:00+08:00,same_session_after_close,2026-01-22,next_exchange_session_close,2026-01-23,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-22,2026-01-22T18:00:00+08:00,same_session_after_close,2026-01-23,next_exchange_session_close,2026-01-26,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-23,2026-01-23T18:00:00+08:00,same_session_after_close,2026-01-26,next_exchange_session_close,2026-01-27,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-26,2026-01-26T18:00:00+08:00,same_session_after_close,2026-01-27,next_exchange_session_close,2026-01-28,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-27,2026-01-27T18:00:00+08:00,same_session_after_close,2026-01-28,next_exchange_session_close,2026-01-29,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-28,2026-01-28T18:00:00+08:00,same_session_after_close,2026-01-29,next_exchange_session_close,2026-01-30,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-29,2026-01-29T18:00:00+08:00,same_session_after_close,2026-01-30,next_exchange_session_close,2026-02-02,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-01-30,2026-01-30T18:00:00+08:00,same_session_after_close,2026-02-02,next_exchange_session_close,2026-02-03,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-02-02,2026-02-02T18:00:00+08:00,same_session_after_close,2026-02-03,next_exchange_session_close,2026-02-04,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-02-03,2026-02-03T18:00:00+08:00,same_session_after_close,2026-02-04,next_exchange_session_close,2026-02-05,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-02-04,2026-02-04T18:00:00+08:00,same_session_after_close,2026-02-05,next_exchange_session_close,2026-02-06,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-02-05,2026-02-05T18:00:00+08:00,same_session_after_close,2026-02-06,next_exchange_session_close,2026-02-09,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-02-06,2026-02-06T18:00:00+08:00,same_session_after_close,2026-02-09,next_exchange_session_close,2026-02-10,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-02-09,2026-02-09T18:00:00+08:00,same_session_after_close,2026-02-10,next_exchange_session_close,2026-02-11,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
dealer_net_buy,institutional_flow,2026-02-10,2026-02-10T18:00:00+08:00,same_session_after_close,2026-02-11,next_exchange_session_close,2026-02-23,1,Institutional flow is same-session information released after the market close; the first daily close price executable after availability is the next exchange session close.
